playerId,playerName,team,position,age,exp,bye,risk,points,vor,adp,auctionValue
2557898,Cooper Kupp,LAR,WR,24,0,9,4.048288405,89.46035615,-91.8574377,103.975,1.5
2543721,C.J. Fiedorowicz,HOU,TE,26,3,7,3.519259831,133.4905903,-28.90507253,104,0.5
2539265,Rex Burkhead,NE,RB,27,4,9,4.190570202,115.0127044,-30.69529504,104,1.15
2557994,DOnta Foreman,HOU,RB,21,0,7,3.880844258,67.49854797,-78.20945151,104,1.75
2495240,Tyrod Taylor,BUF,QB,28,6,6,4.105059113,244.4406154,-0.233672745,104.225,1.45
2550636,Cairo Santos,KC,PK,26,3,10,3.922850033,129.0169078,-7.011685935,104.275,1.05
2506467,Darren Sproles,PHI,RB,34,12,10,4.571407885,149.8122687,4.104269199,104.425,1.2
2543475,Marqise Lee,JAC,WR,26,3,8,4.046156646,143.0504378,-38.26735603,105,0.5
100026,Cardinals,ARI,DEF,NA,NA,8,8.51787496,122.5172902,-50.53048816,106,1.95
2495471,Jacquizz Rodgers,TB,RB,27,6,11,5.049148665,89.7517625,-55.95623698,106.14,1.1667
2505299,Antonio Gates,LAC,TE,37,14,8,4.081326308,126.6888846,-35.70677824,106.4,1.85
2506922,Stephen Gostkowski,NE,PK,33,11,9,2.315895792,153.5599117,17.531318,106.5,2.8
71265,Jared Cook,OAK,TE,30,8,10,3.11992728,136.4355024,-25.96016042,106.625,1.35
2540156,Giovani Bernard,CIN,RB,26,4,6,3.07023413,132.811847,-12.89615243,106.75,3.7
2555295,Sterling Shepard,NYG,WR,NA,1,8,3.883447782,145.227156,-36.09063786,107.55,1.25
2552633,Jesse James,PIT,TE,23,2,9,3.664802318,91.47723849,-70.91842433,107.6667,0.5
2507232,Mason Crosby,GB,PK,33,10,8,3.117583332,138.7547247,2.72613098,108.2,1.3
2503471,Adam Vinatieri,IND,PK,45,21,11,3.609396109,139.0691448,3.040551059,108.3,1.3
2558010,John Ross,CIN,WR,NA,0,6,5.129251318,102.9149894,-78.40280441,108.775,1.6
2557858,Evan Engram,NYG,TE,23,0,8,4.117612053,124.8723675,-37.52329535,109.475,1.55
2495824,Jay Cutler,MIA,QB,34,11,11,7.598581984,198.438554,-46.23573411,109.975,2.6
2540202,Kenny Stills,MIA,WR,25,4,11,3.780951335,142.212286,-39.1055078,110.6,0.6667
2535698,Cole Beasley,DAL,WR,28,5,6,3.153402871,159.2101647,-22.1076291,110.8,1.35
2495353,Julius Thomas,MIA,TE,29,6,11,4.725876394,124.7653326,-37.63033023,110.85,1.85
2555343,Josh Doctson,WAS,WR,NA,1,5,6.275251181,117.1136538,-64.20414009,111.025,1.15
2552430,Tyler Lockett,SEA,WR,25,2,6,4.469790532,144.9003368,-36.41745701,111.475,1.35
2557936,Joe Williams,SF,RB,24,0,11,4.595596436,57.84997678,-87.8580227,111.925,0.5
2558019,Alvin Kamara,NO,RB,21,0,5,3.118441934,96.81346728,-48.89453219,112.2,1.4
2558052,Kenny Golladay,DET,WR,24,0,7,3.354993497,120.355103,-60.96269081,112.25,1.5
2506677,Matt Prater,DET,PK,33,11,7,4.118712711,136.7677603,0.739166613,112.475,1.15
2504257,Sebastian Janikowski,OAK,PK,39,17,10,3.633213182,135.4260305,-0.602563198,112.65,1.3
2533040,Mohamed Sanu,ATL,WR,28,5,5,4.121464297,150.0710394,-31.24675444,112.75,1.3
2539637,Caleb Sturgis,PHI,PK,28,4,10,4.6165779,134.2464188,-1.782174943,112.95,1.0667
2550545,Chris Boswell,PIT,PK,28,3,9,4.832809369,131.9452529,-4.083340842,113.4,1.15
2558063,Deshaun Watson,HOU,QB,22,0,7,8.18936851,104.4311043,-140.2431838,113.8,2.2
2558123,Marlon Mack,IND,RB,NA,0,11,4.071444839,93.46214432,-52.24585516,113.95,0.5
2532968,Blair Walsh,SEA,PK,27,5,6,4.722847609,135.2754879,-0.7531058,114.075,1.2
2540011,Chris Thompson,WAS,RB,27,4,5,3.880844258,134.8927909,-10.81520855,114.5,1.0333
2550353,Allen Hurns,JAC,WR,26,3,8,3.373085576,134.2317178,-47.08607607,115.25,0.6667
2506340,Alex Smith,KC,QB,33,12,10,4.164572237,219.0340948,-25.64019335,115.5,0.5
2553432,Kevin White,CHI,WR,24,2,9,5.593756284,165.5122302,-15.80556365,116.325,1.5
2533460,Robert Turbin,IND,RB,28,5,11,3.90466933,106.8306516,-38.87734788,117,0.6667
2550617,Taylor Gabriel,ATL,WR,26,3,5,4.028500558,145.0401727,-36.27762113,117.625,0.5
2539227,Dustin Hopkins,WAS,PK,27,4,5,4.531236679,132.3344613,-3.694132432,117.975,1.05
2541556,Brandon McManus,DEN,PK,26,3,5,4.587609296,130.2363787,-5.792215057,118.375,0.5
2555464,DeAndre Washington,OAK,RB,24,1,10,2.872983736,86.05558088,-59.6524186,118.6,0.5
2552458,Devin Funchess,CAR,WR,23,2,11,3.725053396,122.1146754,-59.20311844,118.65,0.5
2556462,Robby Anderson,NYJ,WR,24,1,11,3.791133267,148.002081,-33.31571289,120.275,0.5
2530515,Chris Hogan,NE,WR,29,6,9,4.433370681,173.111085,-8.20670884,121.1,2.7
2557978,James Conner,PIT,RB,22,0,9,4.023794694,43.15061888,-102.5573806,121.7,1.55
2558250,Tarik Cohen,CHI,RB,22,0,9,3.449158861,59.01682067,-86.6911788,122.175,0.5
2495469,Dion Lewis,NE,RB,27,6,9,5.832616586,100.3752025,-45.332797,122.4,0.6667
2533457,Alfred Morris,DAL,RB,29,5,6,3.802465136,47.05596789,-98.65203159,122.98,0.6667
2495459,Torrey Smith,PHI,WR,28,6,10,4.059003202,121.9009776,-59.41681626,124.64,1.0667
100004,Panthers,CAR,DEF,NA,NA,11,2.569220898,111.8791677,-61.16861064,127.35,1.15
100027,Steelers,PIT,DEF,NA,NA,9,6.888661226,103.6260936,-69.42168472,132.35,1.3
2553568,Cameron Meredith,CHI,WR,NA,NA,9,2.588719719,87.16993346,-94.14786039,132.4333,1.8
100001,Falcons,ATL,DEF,NA,NA,5,6.207116058,102.9135083,-70.13427001,137.6,1.2
100017,Rams,LAC,DEF,NA,NA,8,7.871907669,163.6501204,-9.397657904,139.3,1.4
100023,Giants,NYG,DEF,NA,NA,8,8.14457454,171.66189,-1.385888319,141.1,1.4
382,Joe Flacco,BAL,QB,32,9,10,3.777933464,205.0996903,-39.57459787,141.1,1.95
100015,Jaguars,JAC,DEF,NA,NA,8,2.867279341,100.7370822,-72.31069616,141.35,1.2
2550325,Chandler Catanzaro,NYJ,PK,26,3,11,7.125859119,105.1748817,-30.85371205,143.5,0.5
100002,Ravens,BAL,DEF,NA,NA,10,6.023580849,100.7098546,-72.33792374,144.15,1.25
2550656,Cameron Brate,TB,TE,26,3,11,2.560318482,130.7948251,-31.60083777,144.6333,1.35
100025,Eagles,PHI,DEF,NA,NA,10,4.343962724,106.545397,-66.50238134,144.9,1.25
2649,Danny Amendola,NE,WR,32,9,9,6.890539974,100.6684436,-80.64935023,145.1,1.4
100028,Chargers,LAR,DEF,NA,NA,9,7.886758841,96.64726994,-76.4005084,146.3,0
2558245,Harrison Butker,CAR,PK,22,0,11,6.680739016,5.872354949,-130.1562388,146.5,1.3
2532838,Coby Fleener,NO,TE,29,5,5,2.507206747,135.8713437,-26.52431916,147.3,1.5
100012,Titans,TEN,DEF,NA,NA,8,5.088794238,96.93153206,-76.11624627,147.8,1.3
100006,Bengals,CIN,DEF,NA,NA,6,8.431630856,158.0918584,-14.95591997,148.1,1.05
2555346,Will Fuller,HOU,WR,23,1,7,6.240244282,84.37614737,-96.94164648,150,1
2539980,Kerwynn Williams,ARI,RB,26,4,8,5.143573106,47.79724945,-97.91075003,150,1
2506400,Vincent Jackson,FA,WR,34,12,NA,3.383970964,72.11,-109.2077938,150,1
2495341,Cecil Shorts,FA,WR,30,6,NA,NA,71.62,-109.6977938,150,1
2535890,Travaris Cadet,NO,RB,28,5,5,5.715374849,34.12194698,-111.5860525,150,1
2556440,J.D. McKissic,SEA,RB,24,1,6,NA,30.7,-115.0079995,150,1
2495461,Shaun Draughn,NYG,RB,30,6,8,5.048272816,27.52488179,-118.1831177,150,1
1990,Eddie Royal,FA,WR,31,9,NA,NA,56.96,-124.3577938,150,1
2536044,Jamize Olawale,OAK,RB,28,5,10,3.16609208,21.21657483,-124.4914246,150,1
2555432,Andy Janovich,DEN,RB,24,1,5,6.239526446,19.47707397,-126.2309255,150,1
2553652,Chris Harper,NYJ,WR,NA,NA,11,3.791133267,54.15,-127.1677938,150,NA
2556606,Jalin Marshall,NYJ,WR,NA,1,11,4.348302733,50.88667065,-130.4311232,150,1
2508097,Andrew Hawkins,NE,WR,31,6,9,NA,50.17,-131.1477938,150,NA
2556801,Kenneth Farrow,LAC,RB,24,1,8,5.477124123,14.47522172,-131.2327778,150,NA
2542022,Khiry Robinson,FA,RB,28,4,NA,NA,13.7,-132.0079995,150,NA
2533437,Ronnie Hillman,DAL,RB,26,5,6,5.310348614,13.43370427,-132.2742952,150,1
2530763,Patrick DiMarco,BUF,RB,28,6,6,9.098535159,11.64903238,-134.0589671,150,NA
2534770,Jonathan Grimes,FA,RB,28,5,NA,NA,11.2,-134.5079995,150,NA
